"student_id","entry_year","graduation_date","graduation_cgpa","work_company","work_industry","work_position","work_startdate","work_enddate","work_city","work_country","erasmus_participation","erasmus_year","erasmus_school","erasmus_city","erasmus_country","graduation_year"
20929322,2009,"09.06.2014",2.69,"Ernst & Young","Consulting","Analyst","22.01.2018","27.07.2018","Ankara","Turkey",NA,NA,"","","",2014
20929322,2009,"09.06.2014",2.69,"İnnova","Software","Business Analyst","01.08.2018","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929336,2009,"09.06.2014",2.5,"Akbank","Banks","Auditor","05.01.2015","19.01.2018","İstanbul","Turkey",NA,NA,"","","",2014
20929336,2009,"09.06.2014",2.5,"SSB - Savunma Sanayii Başkanlığı","Aerospace & Defense","Project Engineer","01.02.2018","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929341,2009,"09.06.2014",2.54,"Doğuş Otomotiv","Auto, Truck & Motorcycle Parts & Service","Sales Engineer","25.08.2014","0000-00-00","Bursa","Turkey",NA,NA,"","","",2014
20929355,2009,"09.06.2014",3.12,"TAI - TUSAŞ","Aerospace & Defense","Procurement Specialist","17.11.2014","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929369,2009,"09.06.2014",3.73,"Vodafone","Telecommunication Services","Management Trainee","14.07.2014","14.07.2015","İstanbul","Turkey",NA,NA,"","","",2014
20929369,2009,"09.06.2014",3.73,"Vodafone","Telecommunication Services","Product Specialist","14.07.2015","31.03.2016","İstanbul","Turkey",NA,NA,"","","",2014
20929369,2009,"09.06.2014",3.73,"Vodafone","Telecommunication Services","Product Associate Manager","01.04.2016","01.08.2016","İstanbul","Turkey",NA,NA,"","","",2014
20929369,2009,"09.06.2014",3.73,"Vodafone","Telecommunication Services","Marketing Associate Manager","01.08.2016","29.11.2017","İstanbul","Turkey",NA,NA,"","","",2014
20929369,2009,"09.06.2014",3.73,"Kariyer.net","Employment Services","Marketing Manager","04.12.2017","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2014
20929388,2009,"09.06.2014",3.15,"Necmettin Erbakan University","Education","Research Assistant","02.12.2014","0000-00-00","Konya","Turkey",NA,NA,"","","",2014
20929393,2009,"24.06.2013",2.55,"Ziraat Teknoloji","Software","Business Analyst","13.04.2015","15.02.2016","İstanbul","Turkey",NA,NA,"","","",2013
20929393,2009,"24.06.2013",2.55,"TÜBİTAK","Public Sector","Business Analyst","26.12.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2013
20929408,2009,"09.06.2014",3.17,"Vakıflar Bankası","Banks","Engineer","0000-00-00","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2014
20929432,2009,"28.02.2015",2.61,"TAI - TUSAŞ","Aerospace & Defense","Project Engineer","18.07.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
20929432,2009,"28.02.2015",2.61,"TOBB University of Economics and Technology","Education","Research Assistant","20.07.2015","15.07.2016","Ankara","Turkey",NA,NA,"","","",2015
20929446,2009,"24.06.2013",3.46,"Türkiye İş Bankası","Banks","Specialist","05.08.2013","0000-00-00","Ankara","Turkey",NA,NA,"","","",2013
20929465,2009,"09.06.2014",3.07,"Vestel Elektronik","Consumer Electronics","Planning Engineer","02.10.2014","20.11.2015","Manisa","Turkey",NA,NA,"","","",2014
20929465,2009,"09.06.2014",3.07,"Power-Packer Turkey","Auto, Truck & Motorcycle Parts & Service","Expeditor","23.11.2015","0000-00-00","Manisa","Turkey",NA,NA,"","","",2014
20929484,2009,"09.06.2014",3.14,"Erciyes University","Education","Research Assistant","15.12.2014","15.03.2023","Kayseri","Turkey",NA,NA,"","","",2014
20929484,2009,"09.06.2014",3.14,"Leiden University","Education","Researcher","01.06.2023","0000-00-00","Leiden","Netherlands",NA,NA,"","","",2014
20929498,2009,"08.01.2016",2.8,"Kitapçı Dergisi","Publishing","Editor","12.05.2012","31.12.2015","İstanbul","Turkey",NA,NA,"","","",2016
20929498,2009,"08.01.2016",2.8,"MİTAŞ Endüstri","Steel","Planning Team Leader","01.03.2016","15.01.2020","Ankara","Turkey",NA,NA,"","","",2016
20929498,2009,"08.01.2016",2.8,"TAI - TUSAŞ","Aerospace & Defense","Subcontract Administrator","20.01.2020","0000-00-00","Ankara","Turkey",NA,NA,"","","",2016
20929506,2009,"09.06.2014",2.59,"İnan Danışmanlık","Consulting","Engineer","01.06.2014","01.11.2014","Mersin","Turkey",NA,NA,"","","",2014
20929506,2009,"09.06.2014",2.59,"Arena System ERP Yazılım ve Yönetim Danışmanlık","Software","Company Official","01.04.2016","0000-00-00","Mersin","Turkey",NA,NA,"","","",2014
20929511,2009,"24.06.2013",3.18,"THY - Türk Hava Yolları","Airlines","Specialist","21.07.2014","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2013
20929525,2009,"03.02.2015",3.28,"BOSCH","Consumer Electronics","Production & Planning Engineer","15.12.2015","15.09.2018","Bursa","Turkey",1,2013,"Westsächsische Hochschule Zwickau","Zwickau","Germany",2015
20929539,2009,"09.06.2014",3.53,"KPMG","Consulting","Resource Planning & Reporting Specialist","04.08.2014","15.07.2016","İstanbul","Turkey",NA,NA,"","","",2014
20929539,2009,"09.06.2014",3.53,"Enerjisa","Electric Utilities","Business Development Specialist","18.07.2016","17.11.2017","İstanbul","Turkey",NA,NA,"","","",2014
20929539,2009,"09.06.2014",3.53,"Yapı ve Kredi Bankası","Banks","Business Development Specialist","04.12.2017","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2014
20929544,2009,"24.06.2014",2.92,"Decathlon","Department Stores","Retail Supplier","02.02.2015","0000-00-00","İstanbul","Turkey",1,2012,"University of Cassino","Cassino","Italy",2014
20929544,2009,"24.06.2014",2.92,"Decathlon","Department Stores","Supply Chain Team Leader","26.10.2016","0000-00-00","İstanbul","Turkey",1,2012,"University of Cassino","Cassino","Italy",2014
20929558,2009,"09.06.2014",2.64,"T.C. Milli Savunma Bakanlığı","Public Sector","Production & Control Engineer","07.01.2020","0000-00-00","Kayseri","Turkey",NA,NA,"","","",2014
20929558,2009,"09.06.2014",2.64,"FERRA Filter","Auto Vehicles, Parts & Service Retailers","Customer Account Manager","09.10.2017","20.12.2019","Osmaniye","Turkey",NA,NA,"","","",2014
20929563,2009,"09.06.2014",3.27,"Decathlon","Department Stores","Logistics Department Manager","06.08.2014","29.02.2016","Gebze","Turkey",1,2012,"University of Malaga","Malaga","Spain",2014
20929563,2009,"09.06.2014",3.27,"Decathlon","Department Stores","Decathlon fast-paced MBA (HOPE Project)","01.03.2016","30.06.2016","Lille","France",1,2012,"University of Malaga","Malaga","Spain",2014
20929563,2009,"09.06.2014",3.27,"Decathlon","Department Stores","Store Department Manager","01.07.2016","31.12.2016","İstanbul","Turkey",1,2012,"University of Malaga","Malaga","Spain",2014
20929563,2009,"09.06.2014",3.27,"Decathlon","Department Stores","Demand & Supply Planner","01.01.2017","17.04.2020","İstanbul","Turkey",1,2012,"University of Malaga","Malaga","Spain",2014
20929563,2009,"09.06.2014",3.27,"Coca-Cola İçecek","Beverages","Customer Supply Chain Specialist","20.04.2020","20.11.2020","Istanbul","Turkey",1,2012,"University of Malaga","Malaga","Spain",2014
20929563,2009,"09.06.2014",3.27,"IKEA","Home Furnishing","Need Planner","01.12.2020","0000-00-00","Almhult","Sweden",1,2012,"University of Malaga","Malaga","Spain",2014
20929577,2009,"09.06.2014",3.29,"T.C. Ekonomi Bakanlığı","Public Sector","Assistant Specialist","01.03.2015","01.11.2017","Ankara","Turkey",NA,NA,"","","",2014
20929577,2009,"09.06.2014",3.29,"TCMB - Türkiye Cumhuriyet Merkez Bankası","Banks","Assistant Specialist","01.11.2017","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929582,2009,"05.06.2015",2.86,"THY - Türk Hava Yolları","Airlines","Specialist","04.04.2016","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2015
20929582,2009,"05.06.2015",2.86,"Yeryüzü Doktorları","Non-profit Organization","Quality & Corporate Development Manager","23.09.2014","29.02.2016","İstanbul","Turkey",NA,NA,"","","",2015
20929596,2009,"02.06.2017",2.53,"TEI","Aerospace & Defense","Supplier Development Engineer","08.11.2017","0000-00-00","Eskişehir","Turkey",NA,NA,"","","",2017
20929602,2009,"09.06.2014",3.73,"TSKGV - Türk Silahlı Kuvvetlerini Güçlendirme Vakfı","Aerospace & Defense","Specialist","17.12.2014","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929602,2009,"09.06.2014",3.73,"Türkiye Teknoloji Geliştirme Vakfı","Other","Specialist","14.12.2020","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929602,2009,"09.06.2014",3.73,"Türkiye Teknoloji Geliştirme Vakfı","Other","Specialist","14.12.2020","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929616,2009,"09.06.2014",3.31,"Hazine Müsteşarlığı","Public Sector","Contract Manager","13.10.2015","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929616,2009,"09.06.2014",3.31,"Bilgi Teknolojileri ve İletişim Kurumu","Public Sector","Assistant Expert","15.09.2020","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929621,2009,"09.06.2014",3.18,"Atilla Makine","Construction & Engineering","Budget Planning Engineer","25.08.2014","12.06.2015","Ankara","Turkey",NA,NA,"","","",2014
20929621,2009,"09.06.2014",3.18,"Atilla Makine","Construction & Engineering","Project Planning Engineer","15.06.2015","04.08.2017","İzmir","Turkey",NA,NA,"","","",2014
20929621,2009,"09.06.2014",3.18,"Atilla Makine","Construction & Engineering","Planning Engineer","07.08.2017","0000-00-00","Samsun","Turkey",NA,NA,"","","",2014
20929635,2009,"09.06.2014",3.5,"ASELSAN","Aerospace & Defense","Production & Control Engineer","0000-00-00","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929649,2009,"09.06.2014",2.56,"MAN Türkiye","Auto, Truck & Motorcycle Manufacturers","Purchasing Engineer","08.07.2014","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929654,2009,"09.06.2014",3.34,"ORS Bearings","Industrial Machinery & Equipment","SAP Project Engineer","15.09.2014","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929654,2009,"09.06.2014",3.34,"Yandex Turkey","Software","Assessor","05.11.2012","12.06.2015","Ankara","Turkey",NA,NA,"","","",2014
20929654,2009,"09.06.2014",3.34,"ASELSAN","Aerospace & Defense","Project Management Engineer","07.09.2018","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929668,2009,"09.06.2014",3.19,"Mavinci Bilişim","Software","Business Analyst","01.04.2015","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
20929673,2009,"20.01.2017",2.9,"TURKplast Sağlık Ürünleri","Healthcare Facilities & Services","Production Planning & Control Specialist","11.05.2017","29.08.2018","Ankara","Turkey",NA,NA,"","","",2017
20929673,2009,"20.01.2017",2.9,"MİTAŞ Endüstri","Steel","Planning Engineer","03.09.2018","0000-00-00","Ankara","Turkey",NA,NA,"","","",2017
20929687,2009,"09.06.2014",3.22,"Turgut Ozal University","Education","Research Assistant","12.01.2015","23.07.2016","Ankara","Turkey",NA,NA,"","","",2014
20929687,2009,"09.06.2014",3.22,"Başkent University","Education","Research Assistant","19.10.2016","31.12.2018","Ankara","Turkey",NA,NA,"","","",2014
20929687,2009,"09.06.2014",3.22,"SunExpress","Air Freight & Courier Services","Crew Resource Planning Assistant Specialist","01.04.2019","31.01.2022","Antalya","Turkey",NA,NA,"","","",2014
20929687,2009,"09.06.2014",3.22,"SunExpress","Air Freight & Courier Services","Operational Planning Engineer","01.02.2022","0000-00-00","Antalya","Turkey",NA,NA,"","","",2014
20929712,2009,"29.09.2014",2.33,"Kale Seramik Çanakkale Seramik Kalebodu","Home Furnishing","Production & Planning Engineer","16.03.2015","0000-00-00","Çanakkale","Turkey",NA,NA,"","","",2014
20970151,2009,"13.06.2011",3.4,"TOBB University of Economics and Technology","Education","Research Assistant","06.09.2011","10.03.2015","Ankara","Turkey",NA,NA,"","","",2011
20970151,2009,"13.06.2011",3.4,"T.C. Ekonomi Bakanlığı","Public Sector","Assistant Foreign Trade Expert","11.03.2015","10.07.2018","Ankara","Turkey",NA,NA,"","","",2011
20970151,2009,"13.06.2011",3.4,"T.C. Ticaret Bakanlığı","Public Sector","Trade Expert","10.07.2018","0000-00-00","Ankara","Turkey",NA,NA,"","","",2011
20970321,2009,"04.06.2012",3.33,"Mercedes Benz Türk","Auto, Truck & Motorcycle Manufacturers","Truck Operating System & Kaizen Coordinator","01.01.2012","31.12.2014","Aksaray","Turkey",NA,NA,"","","",2012
20970321,2009,"04.06.2012",3.33,"ABB","Electrical Components & Equipment","Value Chain Engineer","02.10.2017","0000-00-00","Turgi","Switzerland",NA,NA,"","","",2012
20970354,2009,"04.06.2012",3.23,"UNILEVER","Personal Products","Management Trainee","11.07.2012","07.03.2014","İstanbul","Turkey",NA,NA,"","","",2012
20970354,2009,"04.06.2012",3.23,"ASELSAN","Aerospace & Defense","Planning Engineer","11.03.2014","0000-00-00","Ankara","Turkey",NA,NA,"","","",2012
21000532,2010,"05.06.2015",2.45,"Akakçe","IT Services & Consulting","Project Manager","07.10.2015","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
21030179,2010,"05.06.2015",3.47,"Gülermak","Construction & Engineering","ERP Project Engineer","02.11.2015","03.06.2016","Ankara","Turkey",NA,NA,"","","",2015
21030179,2010,"05.06.2015",3.47,"ASELSAN","Aerospace & Defense","Planning Engineer","14.06.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
21030198,2010,"12.02.2016",2.46,"NUVE Eğitim Danışmanlık","Consulting","General Coordinator","07.11.2011","27.07.2012","Ankara","Turkey",NA,NA,"","","",2016
21030198,2010,"12.02.2016",2.46,"BSM Finansal Danışmanlık","Consulting","Foreign Trade Manager","06.08.2012","01.03.2013","Ankara","Turkey",NA,NA,"","","",2016
21030198,2010,"12.02.2016",2.46,"AltınKüre Eğitim ve Danışmanlık","Consulting","Chief Executive Officer","06.05.2013","0000-00-00","Ankara","Turkey",NA,NA,"","","",2016
21030204,2010,"05.06.2015",2.54,"Vendeka Information Technologies","IT Services & Consulting","Engineer","24.08.2014","23.10.2014","Ankara","Turkey",NA,NA,"","","",2015
21030204,2010,"05.06.2015",2.54,"SURATAM - Sürdürülebilir Üretim ArGe ve Tasarım Merkezi","Environmental Services","Business Development Specialist","02.05.2017","11.10.2018","İstanbul","Turkey",NA,NA,"","","",2015
21030204,2010,"05.06.2015",2.54,"Doğa HSE Group","Consulting","Operational Excellence Manager","05.11.2018","05.05.2019","İstanbul","Turkey",NA,NA,"","","",2015
21030204,2010,"05.06.2015",2.54,"Migros Ticaret","Retail Supermarket","Consultant","13.05.2019","04.02.2021","İstanbul","Turkey",NA,NA,"","","",2015
21030204,2010,"05.06.2015",2.54,"KPMG","Consulting","Sustainability Consultant","15.02.2021","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2015
21030218,2010,"05.06.2015",2.77,"Vestel","Consumer Electronics","Procurement Specialist","20.04.2016","27.04.2018","Manisa","Turkey",NA,NA,"","","",2015
21030218,2010,"05.06.2015",2.77,"Vestel","Consumer Electronics","Method Specialist","29.04.2018","0000-00-00","Manisa","Turkey",NA,NA,"","","",2015
21030237,2010,"05.06.2015",3.09,"ASELSAN","Aerospace & Defense","Engineer","04.01.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
21030242,2010,"05.06.2015",2.83,"ETİ Gıda Sanayi ve Ticaret","Food Processing","Sales & Logistics Operations Engineer","28.09.2015","27.11.2017","Ankara","Turkey",NA,NA,"","","",2015
21030242,2010,"05.06.2015",2.83,"Türk Traktör","Auto, Truck & Motorcycle Manufacturers","After Sales Logistics Engineer","18.07.2018","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
21030256,2010,"05.06.2015",2.84,"Borusan Logistics","Logistics and Freight Transportation","Planning Engineer","28.12.2015","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2015
21030275,2010,"08.01.2016",2.39,"Uysal Makina","Construction & Engineering","Production Engineer","0000-00-00","0000-00-00","İzmir","Turkey",NA,NA,"","","",2016
21030294,2010,"05.06.2015",2.95,"Schneider Electric","Electrical Components & Equipment","Production & Material Planning Engineer","20.12.2015","20.01.2017","İzmir","Turkey",NA,NA,"","","",2015
21030294,2010,"05.06.2015",2.95,"MAN Türkiye","Auto, Truck & Motorcycle Manufacturers","Production & Material Planning Engineer","20.01.2017","26.10.2017","Ankara","Turkey",NA,NA,"","","",2015
21030294,2010,"05.06.2015",2.95,"ASELSAN","Aerospace & Defense","Project Planning Engineer","08.11.2017","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
21030309,2010,"05.06.2015",2.76,"Etiya Bilgi Teknolojileri","IT Services & Consulting","Business Analyst","18.01.2016","27.07.2018","Ankara","Turkey",NA,NA,"","","",2015
21030309,2010,"05.06.2015",2.76,"TCMB - Türkiye Cumhuriyet Merkez Bankası","Banks","Governance, Risk and Compliance Specialist","27.08.2018","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
21030314,2010,"05.06.2015",3.51,"TOFAŞ Turkish Automotive Company","Auto, Truck & Motorcycle Manufacturers","Prova Plus Trainee","10.02.2015","29.05.2015","Bursa","Turkey",NA,NA,"","","",2015
21030314,2010,"05.06.2015",3.51,"Gülermak","Construction & Engineering","ERP Specialist","02.11.2015","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
21030328,2010,"05.06.2015",2.55,"DNC Construction","Construction & Engineering","Planning Engineer","06.07.2015","11.12.2015","Tekirdağ","Turkey",NA,NA,"","","",2015
21030328,2010,"05.06.2015",2.55,"Koleksiyon Furniture","Home Furnishing","Planning Specialist","05.12.2016","21.08.2017","Tekirdağ","Turkey",NA,NA,"","","",2015
21030328,2010,"05.06.2015",2.55,"ELK Motor","Electrical Components & Equipment","Production Planning Engineer","18.09.2017","28.06.2019","Tekirdağ","Turkey",NA,NA,"","","",2015
21030328,2010,"05.06.2015",2.55,"B/S/H/ Home Appliances Group","Appliances, Tools & Housewares","Material Planning Engineer","08.07.2019","05.09.2019","Tekirdağ","Turkey",NA,NA,"","","",2015
21030328,2010,"05.06.2015",2.55,"ELK Motor","Electrical Components & Equipment","Production Planning Engineer","23.09.2019","01.06.2020","Tekirdağ","Turkey",NA,NA,"","","",2015
21030328,2010,"05.06.2015",2.55,"ELK Motor","Electrical Components & Equipment","Production Planning Team Leader","01.06.2020","0000-00-00","Tekirdağ","Turkey",NA,NA,"","","",2015
21030333,2010,"09.06.2014",3.38,"Oyak-Renault Otomobil Fabrikaları","Auto, Truck & Motorcycle Manufacturers","Quality Responsible","15.09.2014","0000-00-00","Bursa","Turkey",NA,NA,"","","",2014
21030347,2010,"05.06.2015",3.39,"ASELSAN","Aerospace & Defense","Production & Planning Engineer","01.03.2016","03.03.2018","Ankara","Turkey",NA,NA,"","","",2015
21030347,2010,"05.06.2015",3.39,"ASELSAN","Aerospace & Defense","Project Engineer","03.03.2018","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
21030366,2010,"12.02.2016",2.5,"Enerjisa","Electric Utilities","SAP Consultant","25.07.2016","30.11.2018","Ankara","Turkey",NA,NA,"","","",2016
21030366,2010,"12.02.2016",2.5,"HAVELSAN","Aerospace & Defense","SAP Consultant","03.12.2018","0000-00-00","Ankara","Turkey",NA,NA,"","","",2016
21030371,2010,"05.06.2015",3.31,"Radyo Hacettepe","Broadcasting","Radio Programmer/Coordinator","01.08.2010","01.01.2015","Ankara","Turkey",NA,NA,"","","",2015
21030371,2010,"05.06.2015",3.31,"ETİ Gıda Sanayi ve Ticaret","Food Processing","SAP Business Processes Engineer","01.10.2015","24.12.2015","Eskişehir","Turkey",NA,NA,"","","",2015
21030371,2010,"05.06.2015",3.31,"ASELSAN","Aerospace & Defense","Production & Planning Engineer","08.02.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
21030385,2010,"05.06.2015",3.34,"Enerjisa","Electric Utilities","Specialist","21.12.2015","21.04.2017","Ankara","Turkey",NA,NA,"","","",2015
21030385,2010,"05.06.2015",3.34,"ASELSAN","Aerospace & Defense","Assistant Specialist","24.04.2017","31.07.2018","Ankara","Turkey",NA,NA,"","","",2015
21030385,2010,"05.06.2015",3.34,"ASELSAN","Aerospace & Defense","Project Management Engineer","01.08.2018","02.02.2020","Ankara","Turkey",NA,NA,"","","",2015
21030385,2010,"05.06.2015",3.34,"Koç Bilgi ve Savunma","Aerospace & Defense","Project Manager","18.07.2022","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
21030385,2010,"05.06.2015",3.34,"TÜBİTAK - Sage","Aerospace & Defense","Project Management Specialist","03.02.2020","14.07.2022","Ankara","Turkey",NA,NA,"","","",2015
21030399,2010,"09.06.2014",3.1,"HAVELSAN","Aerospace & Defense","SAP Business Processes Engineer","01.05.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2014
21030399,2010,"09.06.2014",3.1,"Bilkent Holding","Industrial Conglomerates","SAP Consultant","16.03.2015","31.03.2016","Ankara","Turkey",NA,NA,"","","",2014
21030405,2010,"05.06.2015",3.08,"Kuveyt Türk Katılım Bankası","Banks","Process Development Specialist","03.08.2015","31.12.2017","Kocaeli","Turkey",NA,NA,"","","",2015
21030405,2010,"05.06.2015",3.08,"ASAŞ Alüminyum","Aluminum","Process Development Specialist","02.01.2018","01.03.2019","Sakarya","Turkey",NA,NA,"","","",2015
21030405,2010,"05.06.2015",3.08,"ASAŞ Alüminyum","Aluminum","Production Planning Engineer","01.03.2019","0000-00-00","Sakarya","Turkey",NA,NA,"","","",2015
21030419,2010,"05.06.2015",2.98,"Martur Automotive Seating and Interiors","Auto, Truck & Motorcycle Parts & Service","SAP Industrial Process Development Asst. Specialist","09.11.2015","0000-00-00","Bursa","Turkey",NA,NA,"","","",2015
21030424,2010,"05.06.2015",2.65,"BPlas Bursa Plastik Metal","Auto, Truck & Motorcycle Parts & Service","Cost & Improvement Engineer","01.09.2015","01.01.2017","Bursa","Turkey",NA,NA,"","","",2015
21030424,2010,"05.06.2015",2.65,"Coşkunöz","Auto, Truck & Motorcycle Parts & Service","Sales Engineer","02.01.2017","0000-00-00","Bursa","Turkey",NA,NA,"","","",2015
21030438,2010,"05.06.2015",2.81,"Ekol Lojistik","Logistics and Freight Transportation","Assistant Business Development Specialist","17.08.2015","04.04.2016","İstanbul","Turkey",NA,NA,"","","",2015
21030438,2010,"05.06.2015",2.81,"Eczacıbaşı Tüketim Ürünleri Grubu","Construction Materials, Supplies & Fittings","Logistics Process Development Assistant Specialist","04.04.2016","05.12.2016","İstanbul","Turkey",NA,NA,"","","",2015
21030438,2010,"05.06.2015",2.81,"Getinge Group","Healthcare Facilities & Services","Process Engineer","05.12.2016","0000-00-00","Antalya","Turkey",NA,NA,"","","",2015
21030443,2010,"05.06.2015",2.92,"Decathlon","Department Stores","Retail Supplier","14.09.2015","30.09.2016","İstanbul","Turkey",1,2013,"University of Malaga","Malaga","Spain",2015
21030443,2010,"05.06.2015",2.92,"Samsung Electronics Turkey","Consumer Electronics","Supply Chain Specialist","02.10.2016","0000-00-00","İstanbul","Turkey",1,2013,"University of Malaga","Malaga","Spain",2015
21030443,2010,"05.06.2015",2.92,"Samsung Electronics Turkey","Consumer Electronics","Product Marketing Specialist","01.04.2018","10.07.2018","İstanbul","Turkey",1,2013,"University of Malaga","Malaga","Spain",2015
21030443,2010,"05.06.2015",2.92,"TAI - TUSAŞ","Aerospace & Defense","Enterprise Process Management Engineer","06.08.2018","30.01.2019","Ankara","Turkey",1,2013,"University of Malaga","Malaga","Spain",2015
21030443,2010,"05.06.2015",2.92,"Doğadan Gıda","Food Processing","Demand Planning Executive","05.08.2019","0000-00-00","Ankara","Turkey",1,2013,"University of Malaga","Malaga","Spain",2015
21030457,2010,"05.06.2015",2.43,"THY - Türk Hava Yolları","Airlines","Engineer","18.04.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
21030462,2010,"09.06.2014",3.58,"Hacettepe University","Education","Research Assistant","01.12.2014","14.07.2017","Ankara","Turkey",NA,NA,"","","",2014
21030462,2010,"09.06.2014",3.58,"Technische Universiteit Eindhoven","Education","PhD Candidate","01.09.2017","0000-00-00","Eindhoven","Netherlands",NA,NA,"","","",2014
21030481,2010,"05.06.2015",3,"GTS Brake Systems","Auto Vehicles, Parts & Service Retailers","Production Planning & Control Specialist","04.01.2016","10.09.2018","Konya","Turkey",NA,NA,"","","",2015
21030481,2010,"05.06.2015",3,"Filkar Otomotiv","Auto, Truck & Motorcycle Manufacturers","Quality Assurance Engineer","10.09.2018","0000-00-00","Konya","Turkey",NA,NA,"","","",2015
21030495,2010,"05.06.2015",2.77,"Organik İnsan Kaynakları ve Danışmanlık","Consulting","Project Manager","05.08.2016","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2015
21030495,2010,"05.06.2015",2.77,"İnfoloji Kurumsal Danışmanlık","Consulting","Business Development Specialist","28.07.2015","05.08.2016","İstanbul","Turkey",NA,NA,"","","",2015
21030516,2010,"05.06.2015",3.06,"IKEA","Home Furnishing","Team Member","01.08.2012","01.10.2012","Ankara","Turkey",NA,NA,"","","",2015
21030516,2010,"05.06.2015",3.06,"Danone","Food Processing","Assistant Supply Planning Executive","03.08.2015","04.11.2016","İstanbul","Turkey",NA,NA,"","","",2015
21030516,2010,"05.06.2015",3.06,"Danone","Food Processing","Assistant Demand Planning Executive","07.11.2016","03.07.2017","İstanbul","Turkey",NA,NA,"","","",2015
21030516,2010,"05.06.2015",3.06,"Danone","Food Processing","Demand Planning Executive","03.07.2017","01.04.2019","İstanbul","Turkey",NA,NA,"","","",2015
21030516,2010,"05.06.2015",3.06,"Danone","Food Processing","Profitable Revenue Growth Management Executive","01.04.2019","0000-00-00","İstanbul","Turkey",NA,NA,"","","",2015
21030521,2010,"19.01.2015",2.73,"Hacettepe University","Education","Research Assistant","25.10.2018","14.09.2020","Ankara","Turkey",NA,NA,"","","",2015
21030535,2010,"05.06.2015",2.57,"Özel Çakabey Okulları","Education","Evaluate & Planning Manager","01.02.2016","0000-00-00","İzmir","Turkey",NA,NA,"","","",2015
21030549,2010,"12.02.2016",2.18,"Turkuaz Seramik","Ceramics","Planning Engineer","18.07.2016","05.09.2016","Kayseri","Turkey",NA,NA,"","","",2016
21030549,2010,"12.02.2016",2.18,"Enerjisa","Electric Utilities","SAP Consultant","19.09.2016","0000-00-00","Ankara","Turkey",NA,NA,"","","",2016
21030554,2010,"09.06.2014",3.14,"T.C. Ziraat Bankası","Banks","Auditor","05.08.2014","28.10.2015","İstanbul","Turkey",1,2012,"University of Malaga","Malaga","Spain",2014
21030554,2010,"09.06.2014",3.14,"THY - Türk Hava Yolları","Airlines","Project Development Specialist","02.11.2015","06.04.2017","Ankara","Turkey",1,2012,"University of Malaga","Malaga","Spain",2014
21030554,2010,"09.06.2014",3.14,"ASELSAN","Aerospace & Defense","Project Management Engineer","11.04.2017","0000-00-00","Ankara","Turkey",1,2012,"University of Malaga","Malaga","Spain",2014
21030568,2010,"05.06.2015",2.97,"T.C. Kalkınma Bakanlığı","Public Sector","Assistant Specialist","15.06.2017","0000-00-00","Ankara","Turkey",NA,NA,"","","",2015
21030587,2010,"08.01.2016",2.64,"Nokia","Telecommunication Services","Project Financial Controller","01.11.2016","30.09.2019","Anvers","Belgium",NA,NA,"","","",2016
21030587,2010,"08.01.2016",2.64,"VF Corporation","Apparel & Accessories","Business Analyst","12.11.2019","0000-00-00","Bornem","Belgium",NA,NA,"","","",2016
21030592,2010,"29.09.2017",2.63,"WEBHRAIN Software","Software","Boss","16.10.2017","0000-00-00","Doha","Qatar",NA,NA,"","","",2017
